rank,Youtuber,subscribers,video views,Title,uploads,Country,channel_type,video_views_rank,country_rank,channel_type_rank,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
1,t-series,245000000,228000000000.0,t-series,20082,india,music,1.0,1.0,1.0,564600.0,9000000.0,6800000.0,108400000.0,2006.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
3,mrbeast,166000000,28368841870.0,mrbeast,741,united states,entertainment,48.0,1.0,1.0,337000.0,5400000.0,4000000.0,64700000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
4,cocomelon - nursery rhymes,162000000,164000000000.0,cocomelon - nursery rhymes,966,united states,education,2.0,2.0,1.0,493800.0,7900000.0,5900000.0,94800000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
5,set india,159000000,148000000000.0,set india,116536,india,entertainment,3.0,2.0,2.0,455900.0,7300000.0,5500000.0,87500000.0,2006.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
7,ýýý kids diana show,112000000,93247040539.0,ýýý kids diana show,1111,united states,entertainment,5.0,3.0,3.0,182900.0,2900000.0,2200000.0,35100000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
8,pewdiepie,111000000,29058044447.0,pewdiepie,4716,japan,entertainment,44.0,1.0,4.0,9800.0,156700.0,117600.0,1900000.0,2010.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
9,like nastya,106000000,90479060027.0,like nastya vlog,493,russia,people,630.0,5.0,25.0,12200.0,195800.0,146800.0,2300000.0,2016.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
10,vlad and niki,98900000,77180169894.0,vlad and niki,574,united states,entertainment,8.0,5.0,6.0,145100.0,2300000.0,1700000.0,27900000.0,2018.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
11,zee music company,96700000,57856289381.0,zee music company,8548,india,music,12.0,3.0,2.0,200900.0,3200000.0,2400000.0,38600000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
12,wwe,96000000,77428473662.0,wwe,70127,united states,sports,7.0,6.0,1.0,178700.0,2900000.0,2100000.0,34300000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
14,blackpink,89800000,32144597566.0,blackpink,543,south korea,music,32.0,1.0,3.0,124700.0,2000000.0,1500000.0,23900000.0,2016.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
16,sony sab,83000000,101000000000.0,sony sab,71270,india,entertainment,4.0,5.0,7.0,414300.0,6600000.0,5000000.0,79600000.0,2007.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
17,5-minute crafts,80100000,26236790209.0,5-minute crafts 2.0,1,united kingdom,entertainment,4057901.0,4797.0,6781.0,0.0,0.0,0.0,0.05,2020.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
18,bangtantv,75600000,20826993957.0,bangtantv,2281,south korea,music,112.0,2.0,4.0,42100.0,673200.0,504900.0,8100000.0,2012.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
20,justin bieber,71600000,30608119724.0,justin bieber,249,canada,music,38.0,1.0,6.0,44100.0,705300.0,529000.0,8500000.0,2007.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
21,hybe labels,71300000,28634566938.0,hybe labels,1337,south korea,music,46.0,3.0,5.0,149500.0,2400000.0,1800000.0,28700000.0,2008.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
22,zee tv,70500000,73139054467.0,zee tv,129204,india,entertainment,9.0,6.0,8.0,426800.0,6800000.0,5100000.0,81900000.0,2005.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
23,pinkfong baby shark - kids' songs & stories,68200000,38843229963.0,pinkfong baby shark - kids' songs & stories,2865,united states,education,23.0,8.0,2.0,118300.0,1900000.0,1400000.0,22700000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
24,canal kondzilla,66500000,36775585925.0,canal kondzilla,2572,brazil,music,25.0,1.0,7.0,0.0,0.0,0.0,0.0,2012.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
25,chuchu tv nursery rhymes & kids songs,65900000,45757850229.0,chuchu tv nursery rhymes & kids songs,633,india,education,18.0,7.0,3.0,105100.0,1700000.0,1300000.0,20200000.0,2013.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
26,shemaroo filmi gaane,65600000,28648024439.0,shemaroo filmi gaane,8502,india,music,47.0,8.0,8.0,63700.0,1000000.0,764900.0,12200000.0,2010.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
27,colors tv,64600000,61510906457.0,colors tv,112915,india,entertainment,10.0,9.0,9.0,296900.0,4800000.0,3600000.0,57000000.0,2008.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
28,t-series bhakti sagar,61000000,29533230328.0,t- series bhakti sagar,13,india,music,4053938.0,5803.0,5744.0,0.0,0.04,0.03,0.48,2018.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
29,dude perfect,59500000,16241549158.0,dude perfect,389,united states,sports,182.0,9.0,3.0,35300.0,564800.0,423600.0,6800000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
30,movieclips,59500000,59316472754.0,movieclips,39113,united states,film,11.0,9.0,3.0,28700.0,458700.0,344000.0,5500000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
31,tips official,59300000,33431802698.0,tips official,4741,india,music,30.0,11.0,10.0,105700.0,1700000.0,1300000.0,20300000.0,2007.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
32,el reino infantil,58400000,57271630846.0,el reino infantil,1510,argentina,music,13.0,1.0,11.0,153000.0,2400000.0,1800000.0,29400000.0,2011.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
33,wave music,58000000,40602020243.0,wave music,19487,india,music,21.0,12.0,12.0,58000.0,928100.0,696100.0,11100000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
34,aaj tak,57600000,25307753534.0,aaj tak,283775,india,news,71.0,13.0,1.0,115300.0,1800000.0,1400000.0,22100000.0,2009.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
35,sony music india,57200000,28837144516.0,sony music india,3882,india,music,45.0,14.0,13.0,64800.0,1000000.0,777900.0,12400000.0,2009.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
36,eminemmusic,56900000,27073872856.0,eminemmusic,156,united states,music,59.0,10.0,14.0,65000.0,1000000.0,780600.0,12500000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
37,marshmello,56400000,14696003229.0,marshmello,436,united states,music,233.0,11.0,15.0,28000.0,448400.0,336300.0,5400000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
38,yrf,54600000,35302243691.0,yrf,3707,india,music,28.0,15.0,16.0,128000.0,2000000.0,1500000.0,24600000.0,2006.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
40,ed sheeran,53500000,30367676736.0,ed sheeran,383,united kingdom,music,39.0,1.0,18.0,50700.0,810900.0,608200.0,9700000.0,2006.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
41,infobells - hindi,53300000,30516172739.0,infobells - hindi,577,india,education,37.0,16.0,4.0,204000.0,3300000.0,2400000.0,39200000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
42,taylor swift,52900000,29884657286.0,taylor swift,216,united states,music,40.0,13.0,19.0,132100.0,2100000.0,1600000.0,25400000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
43,ariana grande,52700000,24004842608.0,ariana grande,147,united states,music,78.0,14.0,20.0,40100.0,640900.0,480600.0,7700000.0,2007.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
44,billionsurprisetoys  - nursery rhymes & cartoons,52200000,9877365274.0,billionsurprisetoys  - nursery rhymes & cartï¿½,847,united states,education,450.0,15.0,5.0,66700.0,1100000.0,800200.0,12800000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
45,juegagerman,48100000,14631710289.0,juegagerman,2052,chile,games,237.0,1.0,2.0,16600.0,265600.0,199200.0,3200000.0,2013.0,88.5,18952038.0,7.09,16610135.0,-35.675147,-71.542969
46,billie eilish,47900000,13626331061.0,billie eilish,65,united states,music,263.0,16.0,21.0,36700.0,587400.0,440600.0,7000000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
47,get movies,47500000,30788679536.0,get movies,3322,russia,film,35.0,1.0,4.0,76600.0,1200000.0,919600.0,14700000.0,2006.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
48,shemaroo,47400000,22519705183.0,shemaroo,11451,india,entertainment,97.0,17.0,10.0,58200.0,931000.0,698200.0,11200000.0,2007.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
50,sonymusicindiavevo,46600000,27286058807.0,sonymusicindiavevo,3444,united states,music,55.0,17.0,22.0,78600.0,1300000.0,943500.0,15100000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
51,a4,46300000,22936630813.0,aefour,1,cuba,people,4053056.0,99.0,5359.0,0.02,0.38,0.28,5.0,2006.0,41.4,11333483.0,1.64,8739135.0,21.521757,-77.781167
53,fernanfloo,46100000,10323391593.0,fernanfloo,543,el salvador,games,419.0,1.0,3.0,8500.0,135400.0,101500.0,1600000.0,2011.0,29.4,6453553.0,4.11,4694702.0,13.794185,-88.89653
54,voot kids,45500000,21388725229.0,voot kids,4660,india,entertainment,105.0,18.0,13.0,58500.0,936000.0,702000.0,11200000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
55,felipe neto,45200000,16602198273.0,felipe neto,4331,brazil,entertainment,174.0,2.0,14.0,32600.0,521400.0,391100.0,6300000.0,2006.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
56,vocï¿½ï¿½ï¿½,44700000,7828610828.0,vocï¿½ï¿½ï¿½,1558,brazil,entertainment,681.0,3.0,15.0,12000.0,192100.0,144100.0,2300000.0,2013.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
57,har pal geo,44600000,41139050371.0,har pal geo,100755,pakistan,entertainment,20.0,1.0,15.0,334300.0,5300000.0,4000000.0,64200000.0,2008.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
59,katy perry,44200000,25458952022.0,katy perry,128,united states,music,70.0,19.0,24.0,33600.0,537000.0,402700.0,6400000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
60,whinderssonnunes,44200000,4274709210.0,whinderssonnunes,558,brazil,comedy,1741.0,4.0,1.0,6700.0,106700.0,80100.0,1300000.0,2013.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
61,abs-cbn entertainment,44200000,50292540392.0,abs-cbn entertainment,193890,philippines,entertainment,16.0,1.0,16.0,44200.0,706500.0,529900.0,8500000.0,2008.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
62,alan walker,43700000,12884264778.0,alanwalker,8,thailand,film,4056116.0,4026.0,5270.0,0.01,0.09,0.07,1.0,2006.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
64,shakira,43500000,27568757295.0,shakira,326,colombia,howto,52.0,1.0,3.0,88400.0,1400000.0,1100000.0,17000000.0,2005.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
66,ary digital hd,43200000,37939780685.0,ary digital hd,109871,pakistan,entertainment,24.0,2.0,18.0,287300.0,4600000.0,3400000.0,55200000.0,2016.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
65,ýýýýýýýý ýý ýýýýýýýýýýýýýý,43200000,36458726976.0,ýýýýýýýý ýý ýýýýýýýýýýýýýý,1478,russia,education,26.0,2.0,6.0,75900.0,1200000.0,911300.0,14600000.0,2011.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
67,speed records,42500000,26820902622.0,speed records,10938,india,music,62.0,19.0,26.0,39900.0,639000.0,479300.0,7700000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
68,masha and the bear,42400000,24519022988.0,masha and the bear,1218,united states,film,74.0,20.0,5.0,167600.0,2700000.0,2000000.0,32200000.0,2014.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
69,like nastya show,42400000,19547696190.0,like nastya show,618,united states,entertainment,128.0,21.0,19.0,13300.0,212800.0,159600.0,2600000.0,2017.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
70,rihanna,41900000,22477745835.0,rihanna,84,barbados,music,98.0,1.0,27.0,45700.0,731700.0,548800.0,8800000.0,2005.0,65.4,287025.0,10.33,89431.0,13.193887,-59.543198
71,ishtar music,41400000,17608931161.0,ishtar music,4510,india,music,155.0,20.0,28.0,45200.0,723800.0,542800.0,8700000.0,2005.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
72,kimberly loaiza,41300000,5603111948.0,kimberly loaiza,291,mexico,people,1157.0,2.0,1.0,34200.0,547000.0,410200.0,6600000.0,2016.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
73,little baby bum - nursery rhymes & kids songs,40900000,39450824833.0,little baby bum - nursery rhymes & kids songs,2423,united states,education,22.0,22.0,7.0,24700.0,395100.0,296300.0,4700000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
74,luisito comunica,40600000,8670473639.0,luis arturo villar sudek,0,mexico,comedy,3612215.0,3021.0,,0.0,0.0,0.0,0.0,2010.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
77,shfa2 - ï¿½ï¿½,39700000,23884824160.0,shfa2 - ï¿½ï¿½,1596,united arab emirates,people,81.0,1.0,2.0,61900.0,990900.0,743200.0,11900000.0,2017.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818
79,carryminati,39200000,3294013141.0,carryminati,186,india,comedy,2487.0,21.0,2.0,19700.0,314800.0,236100.0,3800000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
80,xxxtentacion,39200000,10507474316.0,xxxtentacion,133,united states,music,403.0,24.0,29.0,14600.0,233400.0,175100.0,2800000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
81,super simple songs - kids songs,39200000,44900897958.0,super simple songs - kids songs,744,canada,education,19.0,2.0,8.0,140200.0,2200000.0,1700000.0,26900000.0,2006.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
82,mikecrack,39100000,16118181673.0,mikecrack,1876,spain,games,188.0,1.0,4.0,66000.0,1100000.0,792300.0,12700000.0,2015.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
83,workpointofficial,39000000,36131228583.0,workpointofficial,72580,thailand,entertainment,27.0,1.0,24.0,32600.0,521800.0,391400.0,6300000.0,2012.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
84,gr6 explode,38900000,25154232306.0,gr6 explode,3043,brazil,music,73.0,6.0,30.0,408700.0,6500000.0,4900000.0,78500000.0,2014.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
85,tedx talks,38600000,7339333120.0,tedx talks,200933,united states,nonprofit,768.0,25.0,1.0,11400.0,182600.0,136900.0,2200000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
86,shfa,38400000,21528116909.0,ýýýýýýýýýý ýýýýýý,982,saudi arabia,games,150882.0,774.0,1454.0,397.0,6400.0,4800.0,76300.0,2018.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
87,goldmines gaane sune ansune,38300000,16718192386.0,goldmines gaane sune ansune,3532,india,music,170.0,22.0,31.0,203700.0,3300000.0,2400000.0,39100000.0,2015.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
88,one direction,38200000,13598903820.0,21 savage,11,united states,music,539848.0,2904.0,2594.0,2.0,25.0,19.0,305.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
89,theellenshow,38200000,22756581750.0,theellenshow,15672,united states,entertainment,93.0,26.0,26.0,5500.0,87200.0,65400.0,1000000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
90,sony pal,38200000,28519339489.0,sony pal,24089,india,entertainment,49.0,23.0,25.0,104000.0,1700000.0,1200000.0,20000000.0,2014.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
91,daddy yankee,38000000,22731415608.0,daddy yankee,505,united states,music,92.0,27.0,33.0,51400.0,822400.0,616800.0,9900000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
92,vlad vï¿½ï¿½ï,37900000,23510152352.0,vlad vï¿½ï¿½ï,515,united states,entertainment,84.0,28.0,27.0,61000.0,976400.0,732300.0,11700000.0,2018.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
93,like nastya esp,37600000,18208196857.0,like nastya esp,743,united states,entertainment,145.0,29.0,28.0,80300.0,1300000.0,963100.0,15400000.0,2017.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
94,ýýýýýýýýýýýý one31,37500000,27262462114.0,ýýýýýýýýýýýý one31,117152,thailand,entertainment,56.0,2.0,29.0,35200.0,563000.0,422300.0,6800000.0,2013.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
95,jkk entertainment,37200000,16402066717.0,jkk entertainment,220,india,comedy,178.0,24.0,3.0,12500.0,199400.0,149600.0,2400000.0,2017.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
96,abp news,37000000,13102611515.0,abp news,301308,india,news,280.0,25.0,2.0,66800.0,1100000.0,801200.0,12800000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
97,maria clara & jp,37000000,24188861917.0,maria clara & jp,744,brazil,entertainment,75.0,7.0,30.0,62900.0,1000000.0,754300.0,12100000.0,2015.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
98,bruno mars,36700000,19378155425.0,bruno mars,99,united states,music,134.0,30.0,34.0,43800.0,701000.0,525700.0,8400000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
99,maroon 5,36600000,22553923546.0,maroon 5,171,united states,music,96.0,31.0,35.0,38200.0,611300.0,458500.0,7300000.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
100,ultra bollywood,36600000,15653786446.0,ultra bollywood,9168,india,entertainment,205.0,26.0,31.0,0.0,0.0,0.0,0.0,2009.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
102,youtube,36300000,3010784935.0,youtube,744,united states,entertainment,2860.0,32.0,5.0,5300.0,84400.0,63300.0,1000000.0,1970.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
106,la granja de zenï¿½,35700000,27118354077.0,la granja de zenï¿½,654,argentina,music,58.0,2.0,37.0,75500.0,1200000.0,906200.0,14500000.0,2013.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
107,saregama music,35500000,15657673422.0,saregama music,7566,india,music,199.0,27.0,38.0,133400.0,2100000.0,1600000.0,25600000.0,2013.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
108,indiatv,35500000,16105023749.0,indiatv,273255,india,news,185.0,27.0,3.0,72700.0,1200000.0,872500.0,14000000.0,2006.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
109,t-series bollywood classics,35400000,22637783517.0,t-series bollywood classics,2010,india,music,94.0,28.0,39.0,82900.0,1300000.0,994400.0,15900000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
111,markiplier,35200000,20297931219.0,markiplier,5490,united states,games,119.0,34.0,8.0,31800.0,509300.0,382000.0,6100000.0,2012.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
112,ryan's world,35200000,55299840198.0,ryan's world,2453,united states,entertainment,15.0,35.0,32.0,59700.0,954500.0,715800.0,11500000.0,2015.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
113,genevieve's playhouse - learning videos for kids,34900000,25607397308.0,genevieve's playhouse - learning videos for ï¿½,617,united states,film,69.0,36.0,7.0,83800.0,1300000.0,1000000.0,16100000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
116,geet mp3,34300000,12746535822.0,geet mp3,679,india,music,299.0,31.0,41.0,25300.0,405400.0,304100.0,4900000.0,2016.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
117,j balvin,34100000,23005313609.0,j balvin,141,colombia,music,89.0,2.0,42.0,32200.0,514800.0,386100.0,6200000.0,2011.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
118,jess no limit,34000000,3963007415.0,jess no limit,2284,indonesia,entertainment,1882.0,1.0,33.0,136800.0,2200000.0,1600000.0,26300000.0,2017.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
119,jingle toons,34000000,11351015824.0,jingle toons,240,india,film,360.0,32.0,8.0,45000.0,719600.0,539700.0,8600000.0,2013.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
120,vegetta777,33800000,15432929204.0,vegetta777,7606,spain,games,211.0,2.0,10.0,9800.0,156400.0,117300.0,1900000.0,2008.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
121,galinha pintadinha,33800000,27274550757.0,galinha pintadinha,66,brazil,film,54.0,8.0,9.0,100900.0,1600000.0,1200000.0,19400000.0,2006.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
122,sssniperwolf,33700000,23492684419.0,sssniperwolf,3366,united states,entertainment,83.0,37.0,35.0,52700.0,843800.0,632900.0,10100000.0,2013.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
124,selena gomez,33600000,13013567335.0,selena gomez,188,united states,music,288.0,38.0,43.0,28900.0,463200.0,347400.0,5600000.0,2008.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
125,rajshri,33500000,14864294792.0,rajshri,3741,india,entertainment,222.0,34.0,36.0,68100.0,1100000.0,816800.0,13100000.0,2006.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
126,ch3thailand,33500000,29611914495.0,ch3thailand,96214,thailand,entertainment,41.0,3.0,37.0,0.0,0.0,0.0,0.0,2014.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
127,khandeshi movies,33500000,11405809704.0,khandeshi movies,217,india,comedy,357.0,35.0,4.0,6200.0,98900.0,74200.0,1200000.0,2013.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
128,nocopyrightsounds,33400000,10530729078.0,nocopyrightsounds,1331,united kingdom,music,402.0,3.0,44.0,13900.0,222600.0,167000.0,2700000.0,2011.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
129,cvs 3d rhymes & kids songs,33400000,20269857567.0,cvs 3d rhymes & kids songs,338,india,education,120.0,35.0,9.0,34000.0,544300.0,408300.0,6500000.0,2008.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
130,ricis official,33300000,5994136760.0,ricis official,2736,indonesia,entertainment,1043.0,2.0,34.0,39300.0,628400.0,471300.0,7500000.0,2016.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
131,babybus - kids songs and cartoons,32800000,26355088167.0,babybus - kids songs and cartoons,2122,united states,education,64.0,39.0,10.0,31900.0,510000.0,382500.0,6100000.0,2016.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
133,beter bï¿½ï¿½,32700000,19180039918.0,beter bï¿½ï¿½,2738,turkey,games,137.0,1.0,11.0,365900.0,5900000.0,4400000.0,70200000.0,2012.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322
134,disneymusicvevo,32700000,28516250629.0,disneymusicvevo,2068,united states,music,50.0,40.0,45.0,82500.0,1300000.0,989600.0,15800000.0,2010.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
132,eros now music,32700000,17853798780.0,mzaalo,1521,india,entertainment,8055.0,730.0,838.0,5100.0,81100.0,60800.0,972600.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
135,the weeknd,32600000,23379969006.0,the weeknd,169,canada,music,85.0,3.0,45.0,93500.0,1500000.0,1100000.0,17900000.0,2011.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
137,karol g,32100000,18699145555.0,karol g,134,colombia,music,140.0,3.0,46.0,116400.0,1900000.0,1400000.0,22400000.0,2013.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
138,mr bean,32100000,10602236110.0,mr bean,3091,united kingdom,comedy,400.0,4.0,5.0,14100.0,226100.0,169600.0,2700000.0,2006.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
139,rezendeevil,32100000,13061739758.0,rezendeevil,11882,brazil,entertainment,287.0,9.0,40.0,11100.0,178000.0,133500.0,2100000.0,2012.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
140,starplus,32000000,26800674545.0,starplus,44892,india,entertainment,60.0,38.0,40.0,416800.0,6700000.0,5000000.0,80000000.0,2006.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
142,gma  network,31900000,19428308461.0,gma  network,93311,philippines,entertainment,129.0,2.0,41.0,199600.0,3200000.0,2400000.0,38300000.0,2006.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
143,genial,31800000,6762424690.0,genial,6734,mexico,howto,884.0,4.0,4.0,7900.0,125800.0,94400.0,1500000.0,2017.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
146,dona ï¿½ï¿½,31700000,21031745531.0,dona ï¿½ï¿½,166,united states,entertainment,110.0,41.0,42.0,38300.0,613100.0,459800.0,7400000.0,2018.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
147,dream,31700000,2930015381.0,dream,116,united states,games,2986.0,41.0,12.0,6800.0,108100.0,81100.0,1300000.0,2014.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
145,worldwide records bhojpuri,31700000,16476978876.0,worldwide records bhojpuri,6518,india,music,177.0,39.0,48.0,28200.0,450600.0,337900.0,5400000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
144,mr. indian hacker,31700000,5711208484.0,mr. indian hacker,929,india,tech,1132.0,40.0,1.0,27300.0,436500.0,327400.0,5200000.0,2012.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
148,lucas and marcus,31600000,11615848291.0,lucas and marcus,1321,united states,entertainment,339.0,42.0,43.0,78000.0,1200000.0,936300.0,15000000.0,2011.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
149,justinbiebervevo,31600000,26583873105.0,justinbiebervevo,204,united states,music,63.0,42.0,49.0,26300.0,420500.0,315400.0,5000000.0,2009.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
151,peppa pig - official channel,31400000,22919271731.0,peppa pig - official channel,3589,united kingdom,education,91.0,5.0,11.0,61200.0,979700.0,734800.0,11800000.0,2013.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
152,yolo aventuras,31200000,9673649438.0,yolo aventuras,65,venezuela,comedy,3361188.0,522.0,2270.0,0.9,14.0,11.0,172.0,2018.0,79.3,28515829.0,8.8,25162368.0,6.42375,-66.58973
153,the tonight show starring jimmy fallon,31200000,17111726160.0,the tonight show starring jimmy fallon,8976,united states,comedy,166.0,44.0,6.0,0.0,0.0,0.0,0.0,2006.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
